vdjbase_name,airr_file,airr_repertoire_id
P39_I468_S1,P39_syn61987835.json,M491-S040_IGH
P39_I469_S1,P39_syn61987835.json,M491-S041_IGH
P39_I470_S1,P39_syn61987835.json,M491-S043_IGH
P39_I471_S1,P39_syn61987835.json,M491-S045_IGH
P39_I472_S1,P39_syn61987835.json,M491-S046_IGH
P39_I473_S1,P39_syn61987835.json,M491-S047_IGH
P39_I474_S1,P39_syn61987835.json,M491-S048_IGH
P39_I475_S1,P39_syn61987835.json,M491-S049_M491-S127_IGH
P39_I476_S1,P39_syn61987835.json,M491-S050_IGH
P39_I477_S1,P39_syn61987835.json,M491-S051_IGH
P39_I478_S1,P39_syn61987835.json,M491-S052_IGH
P39_I479_S1,P39_syn61987835.json,M491-S053_IGH
P39_I480_S1,P39_syn61987835.json,M491-S054_IGH
P39_I481_S1,P39_syn61987835.json,M491-S057_IGH
P39_I482_S1,P39_syn61987835.json,M491-S062_IGH
P39_I483_S1,P39_syn61987835.json,M491-S064_IGH
P39_I484_S1,P39_syn61987835.json,M491-S065_IGH
P39_I485_S1,P39_syn61987835.json,M491-S066_IGH
P39_I486_S1,P39_syn61987835.json,M491-S067_IGH
P39_I487_S1,P39_syn61987835.json,M491-S068_IGH
P39_I488_S1,P39_syn61987835.json,M491-S070_IGH
P39_I489_S1,P39_syn61987835.json,M491-S071_IGH
P39_I490_S1,P39_syn61987835.json,M491-S072_IGH
P39_I491_S1,P39_syn61987835.json,M491-S074_IGH
P39_I492_S1,P39_syn61987835.json,M491-S075_IGH
P39_I493_S1,P39_syn61987835.json,M491-S077_IGH
P39_I494_S1,P39_syn61987835.json,M491-S078_IGH
P39_I495_S1,P39_syn61987835.json,M491-S079_IGH
P39_I496_S1,P39_syn61987835.json,M491-S080_IGH
P39_I497_S1,P39_syn61987835.json,M491-S083_IGH
P39_I498_S1,P39_syn61987835.json,M491-S085_M491-S101_IGH
P39_I499_S1,P39_syn61987835.json,M491-S086_IGH
P39_I500_S1,P39_syn61987835.json,M491-S087_IGH
P39_I501_S1,P39_syn61987835.json,M491-S088_IGH
P39_I502_S1,P39_syn61987835.json,M491-S089_IGH
P39_I503_S1,P39_syn61987835.json,M491-S090_IGH
P39_I504_S1,P39_syn61987835.json,M491-S091_IGH
P39_I505_S1,P39_syn61987835.json,M491-S093_IGH
P39_I506_S1,P39_syn61987835.json,M491-S096_IGH
P39_I507_S1,P39_syn61987835.json,M491-S097_IGH
P39_I508_S1,P39_syn61987835.json,M491-S098_IGH
P39_I509_S1,P39_syn61987835.json,M491-S099_IGH
P39_I510_S1,P39_syn61987835.json,M491-S100_IGH
P39_I511_S1,P39_syn61987835.json,M491-S102_IGH
P39_I512_S1,P39_syn61987835.json,M491-S105_IGH
P39_I513_S1,P39_syn61987835.json,M491-S106_IGH
P39_I514_S1,P39_syn61987835.json,M491-S107_IGH
P39_I515_S1,P39_syn61987835.json,M491-S109_IGH
P39_I516_S1,P39_syn61987835.json,M491-S111_IGH
P39_I517_S1,P39_syn61987835.json,M491-S112_IGH
P39_I518_S1,P39_syn61987835.json,M491-S116_IGH
P39_I519_S1,P39_syn61987835.json,M491-S117_IGH
P39_I520_S1,P39_syn61987835.json,M491-S118_IGH
P39_I521_S1,P39_syn61987835.json,M491-S120_IGH
P39_I522_S1,P39_syn61987835.json,M491-S121_IGH
P39_I523_S1,P39_syn61987835.json,M491-S123_M491-S156_IGH
P39_I524_S1,P39_syn61987835.json,M491-S124_IGH
P39_I525_S1,P39_syn61987835.json,M491-S125_IGH
P39_I526_S1,P39_syn61987835.json,M491-S126_IGH
P39_I527_S1,P39_syn61987835.json,M491-S129_IGH
P39_I528_S1,P39_syn61987835.json,M491-S131_IGH
P39_I529_S1,P39_syn61987835.json,M491-S133_IGH
P39_I530_S1,P39_syn61987835.json,M491-S134_IGH
P39_I531_S1,P39_syn61987835.json,M491-S136_IGH
P39_I532_S1,P39_syn61987835.json,M491-S138_IGH
P39_I533_S1,P39_syn61987835.json,M491-S141_IGH
P39_I534_S1,P39_syn61987835.json,M491-S145_IGH
P39_I535_S1,P39_syn61987835.json,M491-S146_IGH
P39_I536_S1,P39_syn61987835.json,M491-S147_IGH
P39_I537_S1,P39_syn61987835.json,M491-S148_IGH
P39_I538_S1,P39_syn61987835.json,M491-S149_IGH
P39_I539_S1,P39_syn61987835.json,M491-S150_IGH
P39_I540_S1,P39_syn61987835.json,M491-S153_IGH
P39_I541_S1,P39_syn61987835.json,M491-S160_IGH
P39_I542_S1,P39_syn61987835.json,M491-S167_IGH
P39_I543_S1,P39_syn61987835.json,M281redo-S001_M281redo-S002_M281redo-S027_M281redo-S028_IGH
P39_I544_S1,P39_syn61987835.json,M281redo-S003_IGH
P39_I545_S1,P39_syn61987835.json,M281redo-S004_IGH
P39_I546_S1,P39_syn61987835.json,M281redo-S005_IGH
P39_I547_S1,P39_syn61987835.json,M281redo-S006_M281redo-S009_M281redo-S036_IGH
P39_I548_S1,P39_syn61987835.json,M281redo-S007_M281redo-S008_M281redo-S034_IGH
P39_I549_S1,P39_syn61987835.json,M281redo-S010_M281redo-S030_M281redo-S031_IGH
P39_I550_S1,P39_syn61987835.json,M281redo-S011_IGH
P39_I551_S1,P39_syn61987835.json,M281redo-S012_IGH
P39_I552_S1,P39_syn61987835.json,M281redo-S013_IGH
P39_I553_S1,P39_syn61987835.json,M281redo-S014_IGH
P39_I554_S1,P39_syn61987835.json,M281redo-S016_IGH
P39_I555_S1,P39_syn61987835.json,M281redo-S017_M281redo-S018_IGH
P39_I556_S1,P39_syn61987835.json,M281redo-S019_IGH
P39_I557_S1,P39_syn61987835.json,M281redo-S020_IGH
P39_I558_S1,P39_syn61987835.json,M281redo-S021_IGH
P39_I559_S1,P39_syn61987835.json,M281redo-S022_IGH
P39_I560_S1,P39_syn61987835.json,M281redo-S023_IGH
P39_I561_S1,P39_syn61987835.json,M281redo-S024_M281redo-S025_IGH
P39_I562_S1,P39_syn61987835.json,M281redo-S026_IGH
P39_I563_S1,P39_syn61987835.json,M281redo-S029_IGH
P39_I564_S1,P39_syn61987835.json,M281redo-S035_IGH
P39_I565_S1,P39_syn61987835.json,M281redo-S037_IGH
P39_I566_S1,P39_syn61987835.json,M281redo-S038_IGH
P39_I567_S1,P39_syn61987835.json,M281redo-S039_IGH
P39_I568_S1,P39_syn61987835.json,M281redo-S040_M281redo-S048_IGH
P39_I569_S1,P39_syn61987835.json,M281redo-S041_IGH
P39_I570_S1,P39_syn61987835.json,M281redo-S042_IGH
P39_I571_S1,P39_syn61987835.json,M281redo-S044_IGH
P39_I572_S1,P39_syn61987835.json,M281redo-S045_IGH
P39_I573_S1,P39_syn61987835.json,M281redo-S046_M281redo-S047_IGH
P39_I574_S1,P39_syn61987835.json,M281redo-S053_IGH
P39_I575_S1,P39_syn61987835.json,M281redo-S050_IGH
P39_I576_S1,P39_syn61987835.json,M281redo-S051_IGH
P39_I577_S1,P39_syn61987835.json,M281redo-S052_IGH
P39_I578_S1,P39_syn61987835.json,M281redo-S054_IGH
P39_I579_S1,P39_syn61987835.json,M281redo-S056_M281redo-S057_IGH
P39_I580_S1,P39_syn61987835.json,M281redo-S058_IGH
P39_I581_S1,P39_syn61987835.json,M281redo-S059_IGH
P39_I582_S1,P39_syn61987835.json,M281redo-S060_IGH
P39_I583_S1,P39_syn61987835.json,M281redo-S061_IGH
P39_I584_S1,P39_syn61987835.json,M281redo-S062_IGH
P39_I585_S1,P39_syn61987835.json,M281redo-S063_IGH
P39_I586_S1,P39_syn61987835.json,M281redo-S064_IGH
P39_I587_S1,P39_syn61987835.json,M281redo-S065_M281redo-S066_IGH
P39_I588_S1,P39_syn61987835.json,M281redo-S068_IGH
P39_I589_S1,P39_syn61987835.json,M404-S002_IGH
P39_I590_S1,P39_syn61987835.json,M404-S005_IGH
P39_I591_S1,P39_syn61987835.json,M404-S008_IGH
P39_I592_S1,P39_syn61987835.json,M404-S011_IGH
P39_I593_S1,P39_syn61987835.json,M404-S014_IGH
